"","Date","Year","Month","Dayofweek","Count"
"694",2013-11-25,"2013","11","1",621
"695",2013-11-26,"2013","11","2",638
"696",2013-11-27,"2013","11","3",634
"697",2013-11-28,"2013","11","4",595
"698",2013-11-29,"2013","11","5",627
"699",2013-11-30,"2013","11","6",672
"700",2013-12-01,"2013","12","7",608
"701",2013-12-02,"2013","12","1",614
"702",2013-12-03,"2013","12","2",644
"703",2013-12-04,"2013","12","3",645
"704",2013-12-05,"2013","12","4",654
"705",2013-12-06,"2013","12","5",609
"706",2013-12-07,"2013","12","6",607
"707",2013-12-08,"2013","12","7",581
"708",2013-12-09,"2013","12","1",651
"709",2013-12-10,"2013","12","2",683
"710",2013-12-11,"2013","12","3",584
"711",2013-12-12,"2013","12","4",621
"712",2013-12-13,"2013","12","5",662
"713",2013-12-14,"2013","12","6",677
"714",2013-12-15,"2013","12","7",609
"715",2013-12-16,"2013","12","1",659
"716",2013-12-17,"2013","12","2",646
"717",2013-12-18,"2013","12","3",643
"718",2013-12-19,"2013","12","4",662
"719",2013-12-20,"2013","12","5",706
"720",2013-12-21,"2013","12","6",755
"721",2013-12-22,"2013","12","7",732
"722",2013-12-23,"2013","12","1",739
"723",2013-12-24,"2013","12","2",734
"724",2013-12-25,"2013","12","3",701
"725",2013-12-26,"2013","12","4",679
"726",2013-12-27,"2013","12","5",669
"727",2013-12-28,"2013","12","6",650
"728",2013-12-29,"2013","12","7",641
"729",2013-12-30,"2013","12","1",660
"730",2013-12-31,"2013","12","2",736
"731",2014-01-01,"2014","01","3",678
"732",2014-01-02,"2014","01","4",633
"733",2014-01-03,"2014","01","5",722
"734",2014-01-04,"2014","01","6",646
"735",2014-01-05,"2014","01","7",639
"736",2014-01-06,"2014","01","1",717
"737",2014-01-07,"2014","01","2",706
"738",2014-01-08,"2014","01","3",685
"739",2014-01-09,"2014","01","4",723
"740",2014-01-10,"2014","01","5",720
"741",2014-01-11,"2014","01","6",667
"742",2014-01-12,"2014","01","7",613
"743",2014-01-13,"2014","01","1",695
"744",2014-01-14,"2014","01","2",678
"745",2014-01-15,"2014","01","3",667
"746",2014-01-16,"2014","01","4",679
"747",2014-01-17,"2014","01","5",644
"748",2014-01-18,"2014","01","6",678
"749",2014-01-19,"2014","01","7",521
"750",2014-01-20,"2014","01","1",610
"751",2014-01-21,"2014","01","2",596
"752",2014-01-22,"2014","01","3",632
"753",2014-01-23,"2014","01","4",637
"754",2014-01-24,"2014","01","5",615
"755",2014-01-25,"2014","01","6",615
"756",2014-01-26,"2014","01","7",568
"757",2014-01-27,"2014","01","1",655
"758",2014-01-28,"2014","01","2",661
"759",2014-01-29,"2014","01","3",652
"760",2014-01-30,"2014","01","4",690
"761",2014-01-31,"2014","01","5",676
"762",2014-02-01,"2014","02","6",673
"763",2014-02-02,"2014","02","7",660
"764",2014-02-03,"2014","02","1",672
"765",2014-02-04,"2014","02","2",611
"766",2014-02-05,"2014","02","3",628
"767",2014-02-06,"2014","02","4",653
"768",2014-02-07,"2014","02","5",653
"769",2014-02-08,"2014","02","6",609
"770",2014-02-09,"2014","02","7",653
"771",2014-02-10,"2014","02","1",657
"772",2014-02-11,"2014","02","2",617
"773",2014-02-12,"2014","02","3",645
"774",2014-02-13,"2014","02","4",637
"775",2014-02-14,"2014","02","5",642
"776",2014-02-15,"2014","02","6",611
"777",2014-02-16,"2014","02","7",614
"778",2014-02-17,"2014","02","1",552
"779",2014-02-18,"2014","02","2",664
"780",2014-02-19,"2014","02","3",672
"781",2014-02-20,"2014","02","4",635
"782",2014-02-21,"2014","02","5",658
"783",2014-02-22,"2014","02","6",606
"784",2014-02-23,"2014","02","7",613
"785",2014-02-24,"2014","02","1",686
"786",2014-02-25,"2014","02","2",618
"787",2014-02-26,"2014","02","3",618
"788",2014-02-27,"2014","02","4",627
"789",2014-02-28,"2014","02","5",655
"790",2014-03-01,"2014","03","6",655
"791",2014-03-02,"2014","03","7",610
"792",2014-03-03,"2014","03","1",693
"793",2014-03-04,"2014","03","2",658
"794",2014-03-05,"2014","03","3",647
"795",2014-03-06,"2014","03","4",679
"796",2014-03-07,"2014","03","5",689
"797",2014-03-08,"2014","03","6",610
"798",2014-03-09,"2014","03","7",565
"799",2014-03-10,"2014","03","1",695
"800",2014-03-11,"2014","03","2",708
"801",2014-03-12,"2014","03","3",636
"802",2014-03-13,"2014","03","4",683
"803",2014-03-14,"2014","03","5",684
"804",2014-03-15,"2014","03","6",653
"805",2014-03-16,"2014","03","7",587
"806",2014-03-17,"2014","03","1",663
"807",2014-03-18,"2014","03","2",679
"808",2014-03-19,"2014","03","3",625
"809",2014-03-20,"2014","03","4",613
"810",2014-03-21,"2014","03","5",658
"811",2014-03-22,"2014","03","6",654
"812",2014-03-23,"2014","03","7",597
"813",2014-03-24,"2014","03","1",632
"814",2014-03-25,"2014","03","2",663
"815",2014-03-26,"2014","03","3",623
"816",2014-03-27,"2014","03","4",636
"817",2014-03-28,"2014","03","5",694
"818",2014-03-29,"2014","03","6",625
"819",2014-03-30,"2014","03","7",651
"820",2014-03-31,"2014","03","1",656
"821",2014-04-01,"2014","04","2",628
"822",2014-04-02,"2014","04","3",701
"823",2014-04-03,"2014","04","4",647
"824",2014-04-04,"2014","04","5",629
"825",2014-04-05,"2014","04","6",669
"826",2014-04-06,"2014","04","7",634
"827",2014-04-07,"2014","04","1",640
"828",2014-04-08,"2014","04","2",662
"829",2014-04-09,"2014","04","3",660
"830",2014-04-10,"2014","04","4",685
"831",2014-04-11,"2014","04","5",689
"832",2014-04-12,"2014","04","6",689
"833",2014-04-13,"2014","04","7",635
"834",2014-04-14,"2014","04","1",670
"835",2014-04-15,"2014","04","2",607
"836",2014-04-16,"2014","04","3",642
"837",2014-04-17,"2014","04","4",685
"838",2014-04-18,"2014","04","5",573
"839",2014-04-19,"2014","04","6",620
"840",2014-04-20,"2014","04","7",589
"841",2014-04-21,"2014","04","1",611
"842",2014-04-22,"2014","04","2",608
"843",2014-04-23,"2014","04","3",633
"844",2014-04-24,"2014","04","4",592
"845",2014-04-25,"2014","04","5",700
"846",2014-04-26,"2014","04","6",632
"847",2014-04-27,"2014","04","7",641
"848",2014-04-28,"2014","04","1",675
"849",2014-04-29,"2014","04","2",600
"850",2014-04-30,"2014","04","3",645
"851",2014-05-01,"2014","05","4",723
"852",2014-05-02,"2014","05","5",694
"853",2014-05-03,"2014","05","6",648
"854",2014-05-04,"2014","05","7",649
"855",2014-05-05,"2014","05","1",677
"856",2014-05-06,"2014","05","2",656
"857",2014-05-07,"2014","05","3",663
"858",2014-05-08,"2014","05","4",610
"859",2014-05-09,"2014","05","5",633
"860",2014-05-10,"2014","05","6",647
"861",2014-05-11,"2014","05","7",667
"862",2014-05-12,"2014","05","1",674
"863",2014-05-13,"2014","05","2",621
"864",2014-05-14,"2014","05","3",620
"865",2014-05-15,"2014","05","4",629
"866",2014-05-16,"2014","05","5",678
"867",2014-05-17,"2014","05","6",595
"868",2014-05-18,"2014","05","7",596
"869",2014-05-19,"2014","05","1",588
"870",2014-05-20,"2014","05","2",677
"871",2014-05-21,"2014","05","3",630
"872",2014-05-22,"2014","05","4",644
"873",2014-05-23,"2014","05","5",628
"874",2014-05-24,"2014","05","6",631
"875",2014-05-25,"2014","05","7",693
"876",2014-05-26,"2014","05","1",674
"877",2014-05-27,"2014","05","2",676
"878",2014-05-28,"2014","05","3",693
"879",2014-05-29,"2014","05","4",640
"880",2014-05-30,"2014","05","5",680
"881",2014-05-31,"2014","05","6",692
"882",2014-06-01,"2014","06","7",674
"883",2014-06-02,"2014","06","1",683
"884",2014-06-03,"2014","06","2",644
"885",2014-06-04,"2014","06","3",656
"886",2014-06-05,"2014","06","4",658
"887",2014-06-06,"2014","06","5",711
"888",2014-06-07,"2014","06","6",677
"889",2014-06-08,"2014","06","7",620
"890",2014-06-09,"2014","06","1",713
"891",2014-06-10,"2014","06","2",712
"892",2014-06-11,"2014","06","3",630
"893",2014-06-12,"2014","06","4",640
"894",2014-06-13,"2014","06","5",634
"895",2014-06-14,"2014","06","6",637
"896",2014-06-15,"2014","06","7",661
"897",2014-06-16,"2014","06","1",729
"898",2014-06-17,"2014","06","2",681
"899",2014-06-18,"2014","06","3",650
"900",2014-06-19,"2014","06","4",733
"901",2014-06-20,"2014","06","5",680
"902",2014-06-21,"2014","06","6",718
"903",2014-06-22,"2014","06","7",670
"904",2014-06-23,"2014","06","1",717
"905",2014-06-24,"2014","06","2",717
"906",2014-06-25,"2014","06","3",631
"907",2014-06-26,"2014","06","4",730
"908",2014-06-27,"2014","06","5",719
"909",2014-06-28,"2014","06","6",791
"910",2014-06-29,"2014","06","7",843
"911",2014-06-30,"2014","06","1",754
"912",2014-07-01,"2014","07","2",635
"913",2014-07-02,"2014","07","3",687
"914",2014-07-03,"2014","07","4",689
"915",2014-07-04,"2014","07","5",713
"916",2014-07-05,"2014","07","6",665
"917",2014-07-06,"2014","07","7",615
"918",2014-07-07,"2014","07","1",665
"919",2014-07-08,"2014","07","2",592
"920",2014-07-09,"2014","07","3",661
"921",2014-07-10,"2014","07","4",663
"922",2014-07-11,"2014","07","5",652
"923",2014-07-12,"2014","07","6",695
"924",2014-07-13,"2014","07","7",634
"925",2014-07-14,"2014","07","1",631
"926",2014-07-15,"2014","07","2",641
"927",2014-07-16,"2014","07","3",624
"928",2014-07-17,"2014","07","4",653
"929",2014-07-18,"2014","07","5",701
"930",2014-07-19,"2014","07","6",630
"931",2014-07-20,"2014","07","7",609
"932",2014-07-21,"2014","07","1",697
"933",2014-07-22,"2014","07","2",642
"934",2014-07-23,"2014","07","3",632
"935",2014-07-24,"2014","07","4",655
"936",2014-07-25,"2014","07","5",692
"937",2014-07-26,"2014","07","6",664
"938",2014-07-27,"2014","07","7",662
"939",2014-07-28,"2014","07","1",677
"940",2014-07-29,"2014","07","2",634
"941",2014-07-30,"2014","07","3",636
"942",2014-07-31,"2014","07","4",682
"943",2014-08-01,"2014","08","5",659
"944",2014-08-02,"2014","08","6",816
"945",2014-08-03,"2014","08","7",664
"946",2014-08-04,"2014","08","1",600
"947",2014-08-05,"2014","08","2",665
"948",2014-08-06,"2014","08","3",678
"949",2014-08-07,"2014","08","4",654
"950",2014-08-08,"2014","08","5",674
"951",2014-08-09,"2014","08","6",741
"952",2014-08-10,"2014","08","7",666
"953",2014-08-11,"2014","08","1",711
"954",2014-08-12,"2014","08","2",671
"955",2014-08-13,"2014","08","3",644
"956",2014-08-14,"2014","08","4",564
"957",2014-08-15,"2014","08","5",697
"958",2014-08-16,"2014","08","6",637
"959",2014-08-17,"2014","08","7",676
"960",2014-08-18,"2014","08","1",667
"961",2014-08-19,"2014","08","2",645
"962",2014-08-20,"2014","08","3",638
"963",2014-08-21,"2014","08","4",672
"964",2014-08-22,"2014","08","5",737
"965",2014-08-23,"2014","08","6",681
"966",2014-08-24,"2014","08","7",703
"967",2014-08-25,"2014","08","1",687
"968",2014-08-26,"2014","08","2",676
"969",2014-08-27,"2014","08","3",655
"970",2014-08-28,"2014","08","4",716
"971",2014-08-29,"2014","08","5",714
"972",2014-08-30,"2014","08","6",746
"973",2014-08-31,"2014","08","7",795
"974",2014-09-01,"2014","09","1",678
"975",2014-09-02,"2014","09","2",669
"976",2014-09-03,"2014","09","3",710
"977",2014-09-04,"2014","09","4",721
"978",2014-09-05,"2014","09","5",730
"979",2014-09-06,"2014","09","6",683
"980",2014-09-07,"2014","09","7",649
"981",2014-09-08,"2014","09","1",674
"982",2014-09-09,"2014","09","2",662
"983",2014-09-10,"2014","09","3",625
"984",2014-09-11,"2014","09","4",615
"985",2014-09-12,"2014","09","5",663
"986",2014-09-13,"2014","09","6",647
"987",2014-09-14,"2014","09","7",642
"988",2014-09-15,"2014","09","1",664
"989",2014-09-16,"2014","09","2",684
"990",2014-09-17,"2014","09","3",678
"991",2014-09-18,"2014","09","4",711
"992",2014-09-19,"2014","09","5",686
"993",2014-09-20,"2014","09","6",733
"994",2014-09-21,"2014","09","7",662
"995",2014-09-22,"2014","09","1",635
"996",2014-09-23,"2014","09","2",665
"997",2014-09-24,"2014","09","3",679
"998",2014-09-25,"2014","09","4",710
"999",2014-09-26,"2014","09","5",717
"1000",2014-09-27,"2014","09","6",757
"1001",2014-09-28,"2014","09","7",691
"1002",2014-09-29,"2014","09","1",726
"1003",2014-09-30,"2014","09","2",633
"1004",2014-10-01,"2014","10","3",684
"1005",2014-10-02,"2014","10","4",699
"1006",2014-10-03,"2014","10","5",719
"1007",2014-10-04,"2014","10","6",636
"1008",2014-10-05,"2014","10","7",676
"1009",2014-10-06,"2014","10","1",702
"1010",2014-10-07,"2014","10","2",689
"1011",2014-10-08,"2014","10","3",635
"1012",2014-10-09,"2014","10","4",647
"1013",2014-10-10,"2014","10","5",681
"1014",2014-10-11,"2014","10","6",640
"1015",2014-10-12,"2014","10","7",590
"1016",2014-10-13,"2014","10","1",578
"1017",2014-10-14,"2014","10","2",697
"1018",2014-10-15,"2014","10","3",623
"1019",2014-10-16,"2014","10","4",666
"1020",2014-10-17,"2014","10","5",620
"1021",2014-10-18,"2014","10","6",676
"1022",2014-10-19,"2014","10","7",665
"1023",2014-10-20,"2014","10","1",607
"1024",2014-10-21,"2014","10","2",616
"1025",2014-10-22,"2014","10","3",623
"1026",2014-10-23,"2014","10","4",620
"1027",2014-10-24,"2014","10","5",693
"1028",2014-10-25,"2014","10","6",670
"1029",2014-10-26,"2014","10","7",617
"1030",2014-10-27,"2014","10","1",638
"1031",2014-10-28,"2014","10","2",650
"1032",2014-10-29,"2014","10","3",666
"1033",2014-10-30,"2014","10","4",639
"1034",2014-10-31,"2014","10","5",683
"1035",2014-11-01,"2014","11","6",688
"1036",2014-11-02,"2014","11","7",701
"1037",2014-11-03,"2014","11","1",706
"1038",2014-11-04,"2014","11","2",676
"1039",2014-11-05,"2014","11","3",671
"1040",2014-11-06,"2014","11","4",663
"1041",2014-11-07,"2014","11","5",623
"1042",2014-11-08,"2014","11","6",626
"1043",2014-11-09,"2014","11","7",619
"1044",2014-11-10,"2014","11","1",678
"1045",2014-11-11,"2014","11","2",712
"1046",2014-11-12,"2014","11","3",643
"1047",2014-11-13,"2014","11","4",637
"1048",2014-11-14,"2014","11","5",667
"1049",2014-11-15,"2014","11","6",581
"1050",2014-11-16,"2014","11","7",637
"1051",2014-11-17,"2014","11","1",639
"1052",2014-11-18,"2014","11","2",638
"1053",2014-11-19,"2014","11","3",632
"1054",2014-11-20,"2014","11","4",646
"1055",2014-11-21,"2014","11","5",664
"1056",2014-11-22,"2014","11","6",670
"1057",2014-11-23,"2014","11","7",656
"1058",2014-11-24,"2014","11","1",699
"1059",2014-11-25,"2014","11","2",642
"1060",2014-11-26,"2014","11","3",684
"1061",2014-11-27,"2014","11","4",658
"1062",2014-11-28,"2014","11","5",683
"1063",2014-11-29,"2014","11","6",677
"1064",2014-11-30,"2014","11","7",704
"1065",2014-12-01,"2014","12","1",667
"1066",2014-12-02,"2014","12","2",727
"1067",2014-12-03,"2014","12","3",703
"1068",2014-12-04,"2014","12","4",675
"1069",2014-12-05,"2014","12","5",664
"1070",2014-12-06,"2014","12","6",652
"1071",2014-12-07,"2014","12","7",619
"1072",2014-12-08,"2014","12","1",661
"1073",2014-12-09,"2014","12","2",677
"1074",2014-12-10,"2014","12","3",688
"1075",2014-12-11,"2014","12","4",712
"1076",2014-12-12,"2014","12","5",727
"1077",2014-12-13,"2014","12","6",695
"1078",2014-12-14,"2014","12","7",700
"1079",2014-12-15,"2014","12","1",710
"1080",2014-12-16,"2014","12","2",679
"1081",2014-12-17,"2014","12","3",690
"1082",2014-12-18,"2014","12","4",738
"1083",2014-12-19,"2014","12","5",704
"1084",2014-12-20,"2014","12","6",737
"1085",2014-12-21,"2014","12","7",716
"1086",2014-12-22,"2014","12","1",728
"1087",2014-12-23,"2014","12","2",667
"1088",2014-12-24,"2014","12","3",728
"1089",2014-12-25,"2014","12","4",626
"1090",2014-12-26,"2014","12","5",763
"1091",2014-12-27,"2014","12","6",718
"1092",2014-12-28,"2014","12","7",664
"1093",2014-12-29,"2014","12","1",680
"1094",2014-12-30,"2014","12","2",686
"1095",2014-12-31,"2014","12","3",673
"1096",2015-01-01,"2015","01","4",782
"1097",2015-01-02,"2015","01","5",728
"1098",2015-01-03,"2015","01","6",668
"1099",2015-01-04,"2015","01","7",708
"1100",2015-01-05,"2015","01","1",679
"1101",2015-01-06,"2015","01","2",706
"1102",2015-01-07,"2015","01","3",685
"1103",2015-01-08,"2015","01","4",691
"1104",2015-01-09,"2015","01","5",723
"1105",2015-01-10,"2015","01","6",643
"1106",2015-01-11,"2015","01","7",656
"1107",2015-01-12,"2015","01","1",697
"1108",2015-01-13,"2015","01","2",678
"1109",2015-01-14,"2015","01","3",684
"1110",2015-01-15,"2015","01","4",629
"1111",2015-01-16,"2015","01","5",742
"1112",2015-01-17,"2015","01","6",655
"1113",2015-01-18,"2015","01","7",677
"1114",2015-01-19,"2015","01","1",699
"1115",2015-01-20,"2015","01","2",652
"1116",2015-01-21,"2015","01","3",654
"1117",2015-01-22,"2015","01","4",663
"1118",2015-01-23,"2015","01","5",716
"1119",2015-01-24,"2015","01","6",642
"1120",2015-01-25,"2015","01","7",636
"1121",2015-01-26,"2015","01","1",676
"1122",2015-01-27,"2015","01","2",667
"1123",2015-01-28,"2015","01","3",655
"1124",2015-01-29,"2015","01","4",742
"1125",2015-01-30,"2015","01","5",696
"1126",2015-01-31,"2015","01","6",610
"1127",2015-02-01,"2015","02","7",688
"1128",2015-02-02,"2015","02","1",723
"1129",2015-02-03,"2015","02","2",695
"1130",2015-02-04,"2015","02","3",685
"1131",2015-02-05,"2015","02","4",679
"1132",2015-02-06,"2015","02","5",705
"1133",2015-02-07,"2015","02","6",648
"1134",2015-02-08,"2015","02","7",647
"1135",2015-02-09,"2015","02","1",673
"1136",2015-02-10,"2015","02","2",691
"1137",2015-02-11,"2015","02","3",693
"1138",2015-02-12,"2015","02","4",674
"1139",2015-02-13,"2015","02","5",685
"1140",2015-02-14,"2015","02","6",659
"1141",2015-02-15,"2015","02","7",609
"1142",2015-02-16,"2015","02","1",562
"1143",2015-02-17,"2015","02","2",702
"1144",2015-02-18,"2015","02","3",711
"1145",2015-02-19,"2015","02","4",635
"1146",2015-02-20,"2015","02","5",694
"1147",2015-02-21,"2015","02","6",663
"1148",2015-02-22,"2015","02","7",618
"1149",2015-02-23,"2015","02","1",665
"1150",2015-02-24,"2015","02","2",639
"1151",2015-02-25,"2015","02","3",659
"1152",2015-02-26,"2015","02","4",664
"1153",2015-02-27,"2015","02","5",717
"1154",2015-02-28,"2015","02","6",726
"1155",2015-03-01,"2015","03","7",642
"1156",2015-03-02,"2015","03","1",662
"1157",2015-03-03,"2015","03","2",683
"1158",2015-03-04,"2015","03","3",676
"1159",2015-03-05,"2015","03","4",672
"1160",2015-03-06,"2015","03","5",661
"1161",2015-03-07,"2015","03","6",596
"1162",2015-03-08,"2015","03","7",624
"1163",2015-03-09,"2015","03","1",735
"1164",2015-03-10,"2015","03","2",679
"1165",2015-03-11,"2015","03","3",684
"1166",2015-03-12,"2015","03","4",685
"1167",2015-03-13,"2015","03","5",706
"1168",2015-03-14,"2015","03","6",647
"1169",2015-03-15,"2015","03","7",588
"1170",2015-03-16,"2015","03","1",660
"1171",2015-03-17,"2015","03","2",639
"1172",2015-03-18,"2015","03","3",652
"1173",2015-03-19,"2015","03","4",640
"1174",2015-03-20,"2015","03","5",702
"1175",2015-03-21,"2015","03","6",627
"1176",2015-03-22,"2015","03","7",596
"1177",2015-03-23,"2015","03","1",669
"1178",2015-03-24,"2015","03","2",640
"1179",2015-03-25,"2015","03","3",689
"1180",2015-03-26,"2015","03","4",651
"1181",2015-03-27,"2015","03","5",633
"1182",2015-03-28,"2015","03","6",583
"1183",2015-03-29,"2015","03","7",645
"1184",2015-03-30,"2015","03","1",672
"1185",2015-03-31,"2015","03","2",642
"1186",2015-04-01,"2015","04","3",665
"1187",2015-04-02,"2015","04","4",677
"1188",2015-04-03,"2015","04","5",572
"1189",2015-04-04,"2015","04","6",609
"1190",2015-04-05,"2015","04","7",604
"1191",2015-04-06,"2015","04","1",605
"1192",2015-04-07,"2015","04","2",650
"1193",2015-04-08,"2015","04","3",634
"1194",2015-04-09,"2015","04","4",627
"1195",2015-04-10,"2015","04","5",689
"1196",2015-04-11,"2015","04","6",594
"1197",2015-04-12,"2015","04","7",670
"1198",2015-04-13,"2015","04","1",683
"1199",2015-04-14,"2015","04","2",693
"1200",2015-04-15,"2015","04","3",675
"1201",2015-04-16,"2015","04","4",687
"1202",2015-04-17,"2015","04","5",725
"1203",2015-04-18,"2015","04","6",729
"1204",2015-04-19,"2015","04","7",623
"1205",2015-04-20,"2015","04","1",675
"1206",2015-04-21,"2015","04","2",623
"1207",2015-04-22,"2015","04","3",604
"1208",2015-04-23,"2015","04","4",679
"1209",2015-04-24,"2015","04","5",639
"1210",2015-04-25,"2015","04","6",646
"1211",2015-04-26,"2015","04","7",634
"1212",2015-04-27,"2015","04","1",675
"1213",2015-04-28,"2015","04","2",658
"1214",2015-04-29,"2015","04","3",724
"1215",2015-04-30,"2015","04","4",709
"1216",2015-05-01,"2015","05","5",758
"1217",2015-05-02,"2015","05","6",721
"1218",2015-05-03,"2015","05","7",725
"1219",2015-05-04,"2015","05","1",672
"1220",2015-05-05,"2015","05","2",699
"1221",2015-05-06,"2015","05","3",657
"1222",2015-05-07,"2015","05","4",715
"1223",2015-05-08,"2015","05","5",754
"1224",2015-05-09,"2015","05","6",707
"1225",2015-05-10,"2015","05","7",717
"1226",2015-05-11,"2015","05","1",681
"1227",2015-05-12,"2015","05","2",618
"1228",2015-05-13,"2015","05","3",655
"1229",2015-05-14,"2015","05","4",662
"1230",2015-05-15,"2015","05","5",633
"1231",2015-05-16,"2015","05","6",661
"1232",2015-05-17,"2015","05","7",645
"1233",2015-05-18,"2015","05","1",643
"1234",2015-05-19,"2015","05","2",688
"1235",2015-05-20,"2015","05","3",614
"1236",2015-05-21,"2015","05","4",680
"1237",2015-05-22,"2015","05","5",722
"1238",2015-05-23,"2015","05","6",677
"1239",2015-05-24,"2015","05","7",671
"1240",2015-05-25,"2015","05","1",715
"1241",2015-05-26,"2015","05","2",679
"1242",2015-05-27,"2015","05","3",717
"1243",2015-05-28,"2015","05","4",639
"1244",2015-05-29,"2015","05","5",779
"1245",2015-05-30,"2015","05","6",712
"1246",2015-05-31,"2015","05","7",640
"1247",2015-06-01,"2015","06","1",655
"1248",2015-06-02,"2015","06","2",687
"1249",2015-06-03,"2015","06","3",653
"1250",2015-06-04,"2015","06","4",737
"1251",2015-06-05,"2015","06","5",717
"1252",2015-06-06,"2015","06","6",641
"1253",2015-06-07,"2015","06","7",625
"1254",2015-06-08,"2015","06","1",727
"1255",2015-06-09,"2015","06","2",678
"1256",2015-06-10,"2015","06","3",729
"1257",2015-06-11,"2015","06","4",714
"1258",2015-06-12,"2015","06","5",721
"1259",2015-06-13,"2015","06","6",717
"1260",2015-06-14,"2015","06","7",634
"1261",2015-06-15,"2015","06","1",747
"1262",2015-06-16,"2015","06","2",694
"1263",2015-06-17,"2015","06","3",672
"1264",2015-06-18,"2015","06","4",715
"1265",2015-06-19,"2015","06","5",688
"1266",2015-06-20,"2015","06","6",704
"1267",2015-06-21,"2015","06","7",696
"1268",2015-06-22,"2015","06","1",736
"1269",2015-06-23,"2015","06","2",739
"1270",2015-06-24,"2015","06","3",707
"1271",2015-06-25,"2015","06","4",709
"1272",2015-06-26,"2015","06","5",703
"1273",2015-06-27,"2015","06","6",667
"1274",2015-06-28,"2015","06","7",663
"1275",2015-06-29,"2015","06","1",758
"1276",2015-06-30,"2015","06","2",694
"1277",2015-07-01,"2015","07","3",675
"1278",2015-07-02,"2015","07","4",685
"1279",2015-07-03,"2015","07","5",684
"1280",2015-07-04,"2015","07","6",624
"1281",2015-07-05,"2015","07","7",706
"1282",2015-07-06,"2015","07","1",728
"1283",2015-07-07,"2015","07","2",687
"1284",2015-07-08,"2015","07","3",684
"1285",2015-07-09,"2015","07","4",694
"1286",2015-07-10,"2015","07","5",729
"1287",2015-07-11,"2015","07","6",742
"1288",2015-07-12,"2015","07","7",718
"1289",2015-07-13,"2015","07","1",735
"1290",2015-07-14,"2015","07","2",705
"1291",2015-07-15,"2015","07","3",676
"1292",2015-07-16,"2015","07","4",696
"1293",2015-07-17,"2015","07","5",711
"1294",2015-07-18,"2015","07","6",720
"1295",2015-07-19,"2015","07","7",711
"1296",2015-07-20,"2015","07","1",695
"1297",2015-07-21,"2015","07","2",720
"1298",2015-07-22,"2015","07","3",672
"1299",2015-07-23,"2015","07","4",705
"1300",2015-07-24,"2015","07","5",710
"1301",2015-07-25,"2015","07","6",691
"1302",2015-07-26,"2015","07","7",753
"1303",2015-07-27,"2015","07","1",731
"1304",2015-07-28,"2015","07","2",761
"1305",2015-07-29,"2015","07","3",741
"1306",2015-07-30,"2015","07","4",729
"1307",2015-07-31,"2015","07","5",778
"1308",2015-08-01,"2015","08","6",858
"1309",2015-08-02,"2015","08","7",685
"1310",2015-08-03,"2015","08","1",671
"1311",2015-08-04,"2015","08","2",694
"1312",2015-08-05,"2015","08","3",682
"1313",2015-08-06,"2015","08","4",696
"1314",2015-08-07,"2015","08","5",697
"1315",2015-08-08,"2015","08","6",694
"1316",2015-08-09,"2015","08","7",669
"1317",2015-08-10,"2015","08","1",615
"1318",2015-08-11,"2015","08","2",704
"1319",2015-08-12,"2015","08","3",663
"1320",2015-08-13,"2015","08","4",686
"1321",2015-08-14,"2015","08","5",692
"1322",2015-08-15,"2015","08","6",723
"1323",2015-08-16,"2015","08","7",738
"1324",2015-08-17,"2015","08","1",723
"1325",2015-08-18,"2015","08","2",688
"1326",2015-08-19,"2015","08","3",678
"1327",2015-08-20,"2015","08","4",720
"1328",2015-08-21,"2015","08","5",710
"1329",2015-08-22,"2015","08","6",696
"1330",2015-08-23,"2015","08","7",651
"1331",2015-08-24,"2015","08","1",702
"1332",2015-08-25,"2015","08","2",612
"1333",2015-08-26,"2015","08","3",607
"1334",2015-08-27,"2015","08","4",703
"1335",2015-08-28,"2015","08","5",727
"1336",2015-08-29,"2015","08","6",721
"1337",2015-08-30,"2015","08","7",736
"1338",2015-08-31,"2015","08","1",771
"1339",2015-09-01,"2015","09","2",770
"1340",2015-09-02,"2015","09","3",749
"1341",2015-09-03,"2015","09","4",794
"1342",2015-09-04,"2015","09","5",793
"1343",2015-09-05,"2015","09","6",791
"1344",2015-09-06,"2015","09","7",799
"1345",2015-09-07,"2015","09","1",723
"1346",2015-09-08,"2015","09","2",727
"1347",2015-09-09,"2015","09","3",712
"1348",2015-09-10,"2015","09","4",713
"1349",2015-09-11,"2015","09","5",683
"1350",2015-09-12,"2015","09","6",657
"1351",2015-09-13,"2015","09","7",650
"1352",2015-09-14,"2015","09","1",729
"1353",2015-09-15,"2015","09","2",774
"1354",2015-09-16,"2015","09","3",728
"1355",2015-09-17,"2015","09","4",774
"1356",2015-09-18,"2015","09","5",763
"1357",2015-09-19,"2015","09","6",684
"1358",2015-09-20,"2015","09","7",692
"1359",2015-09-21,"2015","09","1",691
"1360",2015-09-22,"2015","09","2",658
"1361",2015-09-23,"2015","09","3",698
"1362",2015-09-24,"2015","09","4",741
"1363",2015-09-25,"2015","09","5",727
"1364",2015-09-26,"2015","09","6",666
"1365",2015-09-27,"2015","09","7",682
"1366",2015-09-28,"2015","09","1",716
"1367",2015-09-29,"2015","09","2",695
"1368",2015-09-30,"2015","09","3",715
"1369",2015-10-01,"2015","10","4",717
"1370",2015-10-02,"2015","10","5",698
"1371",2015-10-03,"2015","10","6",686
"1372",2015-10-04,"2015","10","7",665
"1373",2015-10-05,"2015","10","1",709
